Property State,Property County,Property City,Property Zip,Originating Mortgagee Sponsor Originator,Originating Mortgagee Number,Sponsor Name,Sponsor_Number,Sponsor Originator,Current Servicer ID,Previous Servicer,Hecm Type,Rate Type,Interest Rate,Initial Principal Limit,Maximum Claim Amount,Endorsement Year,Endorsement Month
CA,ORANGE,FOUNTAIN VALLEY,92708,AMERICA INTEGRITY FINANCE INC.,Not Available,FINANCE OF AMERICA REVERSE LLC,21249,AMERICA INTEGRITY FINANCE INC.,1142500001,2124900009,Hecm Traditional,Adjustable,2.82,429279.75,822375,2021,11
CA,ORANGE,FOUNTAIN VALLEY,92708,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,2.39,334375,625000,2021,11
CA,ORANGE,FOUNTAIN VALLEY,92708,PHH MORTGAGE CORPORATION,30275,Not Available,Not Available,Not Available,3027509990,3027510497,Hecm for Refinance,Adjustable,1.61,541122.75,822375,2021,11
CA,ORANGE,FULLERTON,92832,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,1.87,503200,800000,2021,11
CA,ORANGE,FULLERTON,92835,S & S HOME LOANS,Not Available,HIGH TECH LENDING INC,24969,S & S HOME LOANS,1142500001,2496900000,Hecm for Purchase,Adjustable,2.33,313010,565000,2021,11
CA,ORANGE,GARDEN GROVE,92840,"ENNKAR, INC.",Not Available,AMERICAN ADVISORS GROUP,22823,"ENNKAR, INC.",1142500001,2282300018,Hecm for Refinance,Adjustable,2.59,379620,740000,2021,11
CA,ORANGE,GARDEN GROVE,92840,"KEVIN MICHAEL MELODY, INC.",Not Available,NATIONWIDE EQUITIES CORPORATION,21639,"KEVIN MICHAEL MELODY, INC.",1142500001,2163900005,Hecm for Refinance,Adjustable,1.985,452410,805000,2021,11
CA,ORANGE,GARDEN GROVE,92841,"SOUTH RIVER MORTGAGE, LLC",Not Available,OPEN MORTGAGE LLC,21548,"SOUTH RIVER MORTGAGE, LLC",1142500001,2154800002,Hecm for Refinance,Adjustable,2.61,485440,820000,2021,11
CA,ORANGE,GARDEN GROVE,92841,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Fixed,3.18,475332.75,822375,2021,11
CA,ORANGE,GARDEN GROVE,92841,"MUTUAL OF OMAHA MORTGAGE, INC.",31215,Not Available,Not Available,Not Available,1142500001,0,Hecm for Refinance,Adjustable,1.5,483556.5,822375,2021,11
CA,ORANGE,GARDEN GROVE,92844,ADVISORS MORTGAGE GROUP LLC,15483,Not Available,Not Available,Not Available,1142500001,1548300002,Hecm for Refinance,Adjustable,2.1,277680,520000,2021,11
CA,ORANGE,GARDEN GROVE,92845,"ENNKAR, INC.",Not Available,REVERSE MORTGAGE FUNDING LLC,31180,"ENNKAR, INC.",1142500001,3118000005,Hecm for Refinance,Adjustable,1.91,495069.75,822375,2021,11
CA,ORANGE,GARDEN GROVE,92845,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Fixed,3.93,435420,820000,2021,11
CA,ORANGE,GARDEN GROVE,92845,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,2.64,449510,790000,2021,11
CA,ORANGE,HUNTINGTON BEACH,92647,"ENNKAR, INC.",Not Available,LONGBRIDGE FINANCIAL LLC,31169,"ENNKAR, INC.",1142500001,3116900000,Hecm for Refinance,Fixed,3.31,508227.75,822375,2021,11
CA,ORANGE,HUNTINGTON BEACH,92647,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,1.93,467931.38,822375,2021,11
CA,ORANGE,HUNTINGTON BEACH,92647,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,Not Available,Not Available,1142500001,3118001306,Hecm Traditional,Adjustable,1.9,489313.13,822375,2021,11
CA,ORANGE,HUNTINGTON BEACH,92648,JET DIRECT FUNDING CORP.,Not Available,LONGBRIDGE FINANCIAL LLC,31169,JET DIRECT FUNDING CORP.,1142500001,3116900000,Hecm for Refinance,Adjustable,1.87,563326.88,822375,2021,11
CA,ORANGE,HUNTINGTON BEACH,92648,HOMEBRIDGE FINANCIAL SERVICES INC,78113,LONGBRIDGE FINANCIAL LLC,31169,Not Available,1142500001,3116900000,Hecm Traditional,Adjustable,2.33,428457.38,822375,2021,11
CA,ORANGE,IRVINE,92603,"MORTGAGE TEAM, INC.",Not Available,AMERICAN ADVISORS GROUP,22823,"MORTGAGE TEAM, INC.",1142500001,2282300018,Hecm for Refinance,Adjustable,1.955,487668.38,822375,2021,11
CA,ORANGE,IRVINE,92620,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,Not Available,Not Available,1142500001,3118001069,Hecm for Refinance,Adjustable,1.88,467931.38,822375,2021,11
CA,ORANGE,LA HABRA,90631,I3 LENDING INC.,Not Available,PHH MORTGAGE CORPORATION,30275,I3 LENDING INC.,3027509990,3027510460,Hecm for Refinance,Adjustable,1.965,426812.63,822375,2021,11
CA,ORANGE,LA HABRA,90631,ADVISORS MORTGAGE GROUP LLC,15483,Not Available,Not Available,Not Available,1548300002,1548300582,Hecm for Refinance,Adjustable,2.21,424710,585000,2021,11
CA,ORANGE,LA HABRA,90631,PHH MORTGAGE CORPORATION,30275,Not Available,Not Available,Not Available,3027509990,3027510460,Hecm for Refinance,Adjustable,1.59,520563.38,822375,2021,11
CA,ORANGE,LA HABRA,90631,TRADITIONAL MORTGAGE ACCEPTANCE CORPORAT,31167,Not Available,Not Available,Not Available,1142500001,3116700009,Hecm Traditional,Adjustable,2.08,421878.38,822375,2021,11
CA,ORANGE,LA PALMA,90623,PRIMCO MORTGAGE LLC,Not Available,AMERICAN ADVISORS GROUP,22823,PRIMCO MORTGAGE LLC,1142500001,2282300018,Hecm Traditional,Adjustable,2.36,574840.13,822375,2021,11
CA,ORANGE,LAGUNA BEACH,92651,GM FUNDING,Not Available,MONEY HOUSE INC,11259,GM FUNDING,1125900037,0,Hecm Traditional,Fixed,3.06,541122.75,822375,2021,11
CA,ORANGE,LAGUNA HILLS,92656,"ASSOCIATED PROPERTIES, INC",Not Available,FINANCE OF AMERICA REVERSE LLC,21249,"ASSOCIATED PROPERTIES, INC",1142500001,2124900009,Hecm for Refinance,Adjustable,1.79,266500,410000,2021,11
CA,ORANGE,LAGUNA NIGUEL,92677,JTM FINANCIAL CORPORATION,Not Available,FINANCE OF AMERICA REVERSE LLC,21249,JTM FINANCIAL CORPORATION,1142500001,1142500001,Hecm for Refinance,Adjustable,1.82,570728.25,822375,2021,11
CA,ORANGE,LAGUNA NIGUEL,92677,E MORTGAGE CAPITAL INC.,Not Available,FINANCE OF AMERICA REVERSE LLC,21249,E MORTGAGE CAPITAL INC.,1142500001,2124900009,Hecm for Refinance,Adjustable,1.955,537010.88,822375,2021,11
CA,ORANGE,LAGUNA NIGUEL,92677,DAVE FINANCIAL,Not Available,HIGH TECH LENDING INC,24969,DAVE FINANCIAL,1142500001,2496900000,Hecm Traditional,Adjustable,1.84,457240.5,822375,2021,11
CA,ORANGE,LAGUNA NIGUEL,92677,REQUEST HOME LOANS INC,Not Available,HIGH TECH LENDING INC,24969,REQUEST HOME LOANS INC,1142500001,2496900000,Hecm for Refinance,Adjustable,1.86,520520,770000,2021,11
CA,ORANGE,LAGUNA NIGUEL,92677,PERSONALIZED MORTGAGE EXPRESS,Not Available,MIDWEST LOAN SOLUTIONS INC,75451,PERSONALIZED MORTGAGE EXPRESS,1142500001,7545100005,Hecm for Refinance,Adjustable,1.695,505767,799000,2021,11
CA,ORANGE,LAGUNA NIGUEL,92677,RTC MORTGAGE CORPORATION,Not Available,REVERSE MORTGAGE FUNDING LLC,31180,RTC MORTGAGE CORPORATION,1142500001,3118000005,Hecm for Refinance,Adjustable,1.58,504938.25,822375,2021,11
CA,ORANGE,LAGUNA NIGUEL,92677,"ALL REVERSE MORTGAGE, INC.",26031,LONGBRIDGE FINANCIAL LLC,31169,Not Available,1142500001,3116900000,Hecm Traditional,Adjustable,1.58,325008,592000,2021,11
CA,ORANGE,LAGUNA NIGUEL,92677,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,Not Available,Not Available,1142500001,3118001069,Hecm Traditional,Adjustable,2.08,215946,387000,2021,11
CA,ORANGE,LAGUNA WOODS,92653,ZERO POINT MORTGAGE SERVICES,Not Available,FINANCE OF AMERICA REVERSE LLC,21249,ZERO POINT MORTGAGE SERVICES,1142500001,2124900009,Hecm for Refinance,Adjustable,1.695,437553,797000,2021,11
CA,ORANGE,LAKE FOREST,92630,"ALT FINANCIAL NETWORK, INC.",Not Available,AMERICAN ADVISORS GROUP,22823,"ALT FINANCIAL NETWORK, INC.",1142500001,2282300018,Hecm for Refinance,Adjustable,1.955,470398.5,822375,2021,11
CA,ORANGE,LAKE FOREST,92630,SEA COUNTRY MORTGAGE INC.,Not Available,FINANCE OF AMERICA REVERSE LLC,21249,SEA COUNTRY MORTGAGE INC.,1142500001,2124900009,Hecm Traditional,Adjustable,2.07,529609.5,822375,2021,11
CA,ORANGE,LAKE FOREST,92630,COASTAL CAPITAL FUNDING INC.,Not Available,OPEN MORTGAGE LLC,21548,COASTAL CAPITAL FUNDING INC.,3027509990,2154800002,Hecm for Purchase,Fixed,3.06,199872,347000,2021,11
CA,ORANGE,LAKE FOREST,92630,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,2.06,258731,473000,2021,11
CA,ORANGE,MIDWAY CITY,92655,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,1.91,520563.38,822375,2021,11
CA,ORANGE,MISSION VIEJO,92691,"O'LEARY, THOMAS HUGH",Not Available,AMERICAN ADVISORS GROUP,22823,"O'LEARY, THOMAS HUGH",1142500001,2282300018,Hecm for Refinance,Adjustable,1.955,460530,822375,2021,11
CA,ORANGE,MISSION VIEJO,92691,AMERICA INTEGRITY FINANCE INC.,Not Available,MONEY HOUSE INC,11259,AMERICA INTEGRITY FINANCE INC.,1125900037,0,Hecm for Refinance,Fixed,3.06,489313.13,822375,2021,11
CA,ORANGE,MISSION VIEJO,92691,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,2.3,474510.38,822375,2021,11
CA,ORANGE,MISSION VIEJO,92691,BROKER SOLUTIONS INC,21221,LONGBRIDGE FINANCIAL LLC,31169,Not Available,1142500001,3116900000,Hecm for Refinance,Adjustable,1.705,467931.38,822375,2021,11
CA,ORANGE,MISSION VIEJO,92692,SOUTHERN CALIFORNIA FIRST EQUITABLE FINA,Not Available,AMERICAN ADVISORS GROUP,22823,SOUTHERN CALIFORNIA FIRST EQUITABLE FINA,1142500001,2282300018,Hecm for Refinance,Adjustable,1.61,468855,755000,2021,11
CA,ORANGE,MISSION VIEJO,92692,INTEGRATED LENDING GROUP,Not Available,AMERICAN ADVISORS GROUP,22823,INTEGRATED LENDING GROUP,1142500001,2282300018,Hecm for Refinance,Adjustable,1.57,503750,775000,2021,11
CA,ORANGE,MISSION VIEJO,92692,ROBERT SCOTT SEYMOUR,Not Available,HIGH TECH LENDING INC,24969,ROBERT SCOTT SEYMOUR,1142500001,2496900000,Hecm for Refinance,Adjustable,1.58,462174.75,822375,2021,11
CA,ORANGE,MISSION VIEJO,92692,"HOMENLOANS, INC",Not Available,LONGBRIDGE FINANCIAL LLC,31169,"HOMENLOANS, INC",1142500001,3116900000,Hecm Traditional,Adjustable,2.33,523200,800000,2021,11
CA,ORANGE,MISSION VIEJO,92692,EXCEL REALTY & MORTGAGE INC.,Not Available,PHH MORTGAGE CORPORATION,30275,EXCEL REALTY & MORTGAGE INC.,3027509990,3027510460,Hecm for Refinance,Adjustable,2.07,587998.13,822375,2021,11
CA,ORANGE,MISSION VIEJO,92692,C2 FINANCIAL CORPORATION,Not Available,REVERSE MORTGAGE FUNDING LLC,31180,C2 FINANCIAL CORPORATION,1142500001,3118000005,Hecm Traditional,Adjustable,2.33,396066,706000,2021,11
CA,ORANGE,MISSION VIEJO,92692,"ALL REVERSE MORTGAGE, INC.",26031,LONGBRIDGE FINANCIAL LLC,31169,Not Available,1142500001,3116900000,Hecm Traditional,Adjustable,1.705,465000,620000,2021,11
CA,ORANGE,MISSION VIEJO,92692,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,2.2,432569.25,822375,2021,11
CA,ORANGE,MISSION VIEJO,92692,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,2.28,547701.75,822375,2021,11
CA,ORANGE,NEWPORT BEACH,92663,LONGBRIDGE FINANCIAL LLC,31169,Not Available,Not Available,Not Available,1142500001,3116900000,Hecm for Refinance,Adjustable,1.75,457240.5,822375,2021,11
CA,ORANGE,ORANGE,92865,"ALL REVERSE MORTGAGE, INC.",26031,LONGBRIDGE FINANCIAL LLC,31169,Not Available,1142500001,3116900000,Hecm for Refinance,Adjustable,1.83,299520,520000,2021,11
CA,ORANGE,ORANGE,92865,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,2.02,336405,615000,2021,11
CA,ORANGE,ORANGE,92865,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,2.16,444082.5,822375,2021,11
CA,ORANGE,ORANGE,92867,"CARLSON, JAMES, EDWARD",Not Available,FINANCE OF AMERICA REVERSE LLC,21249,"CARLSON, JAMES, EDWARD",1142500001,2124900009,Hecm for Refinance,Adjustable,1.82,527964.75,822375,2021,11
CA,ORANGE,ORANGE,92867,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,2.27,490957.88,822375,2021,11
CA,ORANGE,ORANGE,92867,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,2282300018,2282300003,Hecm for Refinance,Adjustable,1.97,510694.88,822375,2021,11
CA,ORANGE,ORANGE,92868,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,79507,LONGBRIDGE FINANCIAL LLC,31169,Not Available,1142500001,3116900000,Hecm Traditional,Adjustable,2.57,290520,540000,2021,11
CA,ORANGE,ORANGE,92869,"MORTGAGE TEAM, INC.",Not Available,AMERICAN ADVISORS GROUP,22823,"MORTGAGE TEAM, INC.",1142500001,2282300018,Hecm for Refinance,Fixed,3.31,385035,665000,2021,11
CA,ORANGE,ORANGE,92869,DATA MORTGAGE DBA ESSEX MORTGAGE,Not Available,PHH MORTGAGE CORPORATION,30275,DATA MORTGAGE DBA ESSEX MORTGAGE,3027509990,3027510460,Hecm for Refinance,Adjustable,2.11,515629.13,822375,2021,11
CA,ORANGE,ORANGE,92869,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,2.28,254150,425000,2021,11
CA,ORANGE,ORANGE,92869,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,2.12,398450,613000,2021,11
CA,ORANGE,PLACENTIA,92870,"TILLMAN, DALE, ERNEST",Not Available,"MUTUAL OF OMAHA MORTGAGE, INC.",31215,"TILLMAN, DALE, ERNEST",1142500001,0,Hecm for Refinance,Adjustable,1.715,527450,770000,2021,11
CA,ORANGE,RANCHO SANTA MARG,92688,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,2.8,261800,440000,2021,11
CA,ORANGE,SAN CLEMENTE,92672,WAVE CREST FINANCIAL GROUP INC,Not Available,HIGH TECH LENDING INC,24969,WAVE CREST FINANCIAL GROUP INC,2496900000,0,Hecm for Refinance,Adjustable,1.59,467931.38,822375,2021,11
CA,ORANGE,SAN CLEMENTE,92672,SUN WEST MORTGAGE CO INC,64438,Not Available,Not Available,Not Available,6443809990,0,Hecm for Purchase,Adjustable,2.465,433391.63,822375,2021,11
CA,ORANGE,SAN CLEMENTE,92673,PHH MORTGAGE CORPORATION,30275,Not Available,Not Available,Not Available,3027509990,3027510460,Hecm for Refinance,Adjustable,2.09,498359.25,822375,2021,11
CA,ORANGE,SAN JUAN CAPISTRA,92675,"SOUTH RIVER MORTGAGE, LLC",Not Available,AMERICAN ADVISORS GROUP,22823,"SOUTH RIVER MORTGAGE, LLC",1142500001,2282300018,Hecm for Refinance,Adjustable,2.205,514500,750000,2021,11
CA,ORANGE,SAN JUAN CAPISTRA,92675,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,Not Available,Not Available,1142500001,2124900009,Hecm for Refinance,Adjustable,1.82,407450,725000,2021,11
CA,ORANGE,SAN JUAN CAPISTRA,92675,HIGH TECH LENDING INC,24969,Not Available,Not Available,Not Available,1142500001,2496900000,Hecm for Refinance,Adjustable,1.59,517273.88,822375,2021,11
CA,ORANGE,SAN JUAN CAPISTRA,92675,"MUTUAL OF OMAHA MORTGAGE, INC.",31215,Not Available,Not Available,Not Available,1142500001,0,Hecm for Refinance,Adjustable,1.81,409005,745000,2021,11
CA,ORANGE,SAN JUAN CAPISTRA,92675,"MUTUAL OF OMAHA MORTGAGE, INC.",31215,Not Available,Not Available,Not Available,1142500001,0,Hecm for Refinance,Adjustable,1.985,450840,780000,2021,11
CA,ORANGE,SAN JUAN CAPISTRA,92675,PHH MORTGAGE CORPORATION,30275,Not Available,Not Available,Not Available,3027509990,3027510497,Hecm for Refinance,Adjustable,1.61,515780,820000,2021,11
CA,ORANGE,SAN JUAN CAPISTRA,92675,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,Not Available,Not Available,1142500001,3118000822,Hecm for Refinance,Adjustable,2.09,451290,735000,2021,11
CA,ORANGE,SANTA ANA,92701,"TILLMAN, DALE, ERNEST",Not Available,OPEN MORTGAGE LLC,21548,"TILLMAN, DALE, ERNEST",1142500001,2154800002,Hecm for Refinance,Adjustable,2.58,382900,700000,2021,11
CA,ORANGE,SANTA ANA,92701,"FIRST AMERICAN HOME LOANS, INC",Not Available,PHH MORTGAGE CORPORATION,30275,"FIRST AMERICAN HOME LOANS, INC",3027509990,3027510460,Hecm for Refinance,Adjustable,2.235,469845,795000,2021,11
CA,ORANGE,SANTA ANA,92703,INDEPENDENCE REVERSE MORTGAGE,Not Available,LONGBRIDGE FINANCIAL LLC,31169,INDEPENDENCE REVERSE MORTGAGE,1142500001,3116900000,Hecm Traditional,Adjustable,1.48,319700,575000,2021,11
CA,ORANGE,SANTA ANA,92704,CENTURY PLAZA MORTGAGE,Not Available,LONGBRIDGE FINANCIAL LLC,31169,CENTURY PLAZA MORTGAGE,1142500001,3116900000,Hecm for Refinance,Adjustable,2.07,379520,640000,2021,11
CA,ORANGE,SANTA ANA,92704,"FIRST HOME EQUITY LOANS, LLC",Not Available,MONEY HOUSE INC,11259,"FIRST HOME EQUITY LOANS, LLC",1125900037,0,Hecm for Refinance,Adjustable,1.715,479444.63,822375,2021,11
CA,ORANGE,SANTA ANA,92704,ADVISORS MORTGAGE GROUP LLC,15483,Not Available,Not Available,Not Available,1142500001,1548300002,Hecm for Refinance,Adjustable,2.35,357500,650000,2021,11
CA,ORANGE,SANTA ANA,92704,"ALL REVERSE MORTGAGE, INC.",26031,LONGBRIDGE FINANCIAL LLC,31169,Not Available,1142500001,3116900000,Hecm for Refinance,Adjustable,1.945,510190,815000,2021,11
CA,ORANGE,SANTA ANA,92704,OPEN MORTGAGE LLC,21548,Not Available,Not Available,Not Available,1142500001,2154800002,Hecm for Refinance,Adjustable,1.945,399020,710000,2021,11
CA,ORANGE,SEAL BEACH,90740,OPEN MORTGAGE LLC,21548,Not Available,Not Available,Not Available,2154800002,2154802554,Hecm Traditional,Adjustable,2.34,616781.25,822375,2021,11
CA,ORANGE,TUSTIN,92780,"PREMIER REVERSE mortgage, LLC",Not Available,LONGBRIDGE FINANCIAL LLC,31169,"PREMIER REVERSE mortgage, LLC",1142500001,3116900000,Hecm Traditional,Fixed,3.06,473688,822375,2021,11
CA,ORANGE,TUSTIN,92780,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Fixed,3.06,606800,820000,2021,11
CA,ORANGE,TUSTIN,92782,"AMERICAN FINANCIAL MORTGAGE SERVICES, IN",Not Available,MONEY HOUSE INC,11259,"AMERICAN FINANCIAL MORTGAGE SERVICES, IN",3027509990,1125900037,Hecm for Refinance,Adjustable,2.33,342090,630000,2021,11
CA,ORANGE,TUSTIN,92782,BROKER SOLUTIONS INC,21221,LONGBRIDGE FINANCIAL LLC,31169,Not Available,1142500001,3116900000,Hecm for Refinance,Adjustable,0.022,570728.25,822375,2021,11
CA,ORANGE,VILLA PARK,92861,"REVERSE MORTGAGE EDUCATORS, INC",Not Available,REVERSE MORTGAGE FUNDING LLC,31180,"REVERSE MORTGAGE EDUCATORS, INC",1142500001,3118000005,Hecm Traditional,Adjustable,1.705,570728.25,822375,2021,11
CA,ORANGE,WESTMINSTER,92683,PREMIER LENDING GROUP,Not Available,REVERSE MORTGAGE FUNDING LLC,31180,PREMIER LENDING GROUP,1142500001,3118000005,Hecm for Refinance,Adjustable,1.945,432000,750000,2021,11
CA,ORANGE,WESTMINSTER,92683,HIGH TECH LENDING INC,24969,Not Available,Not Available,Not Available,1142500001,2496900000,Hecm Traditional,Adjustable,1.83,498359.25,822375,2021,11
CA,ORANGE,YORBA LINDA,92886,THE TURNKEY FOUNDATION INC.,Not Available,FINANCE OF AMERICA REVERSE LLC,21249,THE TURNKEY FOUNDATION INC.,1142500001,2124900009,Hecm Traditional,Adjustable,2.57,411187.5,822375,2021,11
CA,ORANGE,YORBA LINDA,92886,TRADITIONAL MORTGAGE ACCEPTANCE CORPORAT,31167,Not Available,Not Available,Not Available,1142500001,3116700009,Hecm for Refinance,Adjustable,1.705,440793,822375,2021,11
CA,PLACER,AUBURN,95602,"MUTUAL OF OMAHA MORTGAGE, INC.",31215,Not Available,Not Available,Not Available,3121500003,0,Hecm for Refinance,Adjustable,1.91,408068,706000,2021,11
CA,PLACER,AUBURN,95603,"FIRST AMERICAN HOME LOANS, INC",Not Available,PHH MORTGAGE CORPORATION,30275,"FIRST AMERICAN HOME LOANS, INC",3027509990,3027510460,Hecm for Refinance,Adjustable,2.82,337050,535000,2021,11
CA,PLACER,AUBURN,95603,"PLAZA HOME MORTGAGE, INC.",17101,Not Available,Not Available,Not Available,1142500001,1710100002,Hecm for Refinance,Adjustable,1.86,321485,565000,2021,11
CA,PLACER,CARNELIAN BAY,96140,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,2282300018,2282300003,Hecm for Refinance,Adjustable,2.06,474510.38,822375,2021,11
CA,PLACER,GRANITE BAY,95746,HIGH TECH LENDING INC,24969,Not Available,Not Available,Not Available,1142500001,2496900000,Hecm for Refinance,Adjustable,1.59,355152,604000,2021,11
CA,PLACER,GRANITE BAY,95746,PHH MORTGAGE CORPORATION,30275,Not Available,Not Available,Not Available,3027509990,3027510460,Hecm for Refinance,Adjustable,1.485,473688,822375,2021,11
CA,PLACER,LINCOLN,95648,"SOUTH RIVER MORTGAGE, LLC",Not Available,AMERICAN ADVISORS GROUP,22823,"SOUTH RIVER MORTGAGE, LLC",1142500001,2282300018,Hecm for Refinance,Adjustable,2.08,530660,785000,2021,11
CA,PLACER,LINCOLN,95648,"MORE THAN MORTGAGE, INC.",Not Available,OPEN MORTGAGE LLC,21548,"MORE THAN MORTGAGE, INC.",3027509990,2154800002,Hecm Traditional,Adjustable,1.955,393840,720000,2021,11
CA,PLACER,LINCOLN,95648,"FIRST AMERICAN HOME LOANS, INC",Not Available,PHH MORTGAGE CORPORATION,30275,"FIRST AMERICAN HOME LOANS, INC",3027509990,3027510460,Hecm for Refinance,Adjustable,2.36,462080,722000,2021,11
CA,PLACER,LINCOLN,95648,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,2.17,387684,726000,2021,11
CA,PLACER,LINCOLN,95648,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,2.44,438795,735000,2021,11
CA,PLACER,LINCOLN,95648,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,2282300018,2282300003,Hecm for Refinance,Adjustable,1.91,315695,515000,2021,11
CA,PLACER,LINCOLN,95648,PREMIUM SECURITY INC.,893,Not Available,Not Available,Not Available,1142500001,89300006,Hecm for Refinance,Adjustable,1.67,428400,720000,2021,11
CA,PLACER,LINCOLN,95648,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,Not Available,Not Available,1142500001,3118000273,Hecm for Refinance,Adjustable,1.6,369477,673000,2021,11
CA,PLACER,LINCOLN,95648,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,Not Available,Not Available,1142500001,3118000238,Hecm for Refinance,Adjustable,1.86,394023,647000,2021,11
CA,PLACER,LINCOLN,95648,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,Not Available,Not Available,1142500001,3118000238,Hecm for Refinance,Adjustable,1.89,386650,550000,2021,11
CA,PLACER,LINCOLN,95648,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,Not Available,Not Available,1142500001,3118000238,Hecm Traditional,Adjustable,1.98,527964.75,822375,2021,11
CA,PLACER,LINCOLN,95648,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,Not Available,Not Available,1142500001,3118000238,Hecm for Refinance,Adjustable,1.93,438200,700000,2021,11
CA,PLACER,LINCOLN,95648,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,Not Available,Not Available,1142500001,3118000238,Hecm for Refinance,Adjustable,1.86,398164,589000,2021,11
CA,PLACER,LINCOLN,95648,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,Not Available,Not Available,1142500001,3118000238,Hecm for Refinance,Fixed,3.06,398356,574000,2021,11
CA,PLACER,LOOMIS,95650,PHH MORTGAGE CORPORATION,30275,Not Available,Not Available,Not Available,3027509990,3027510497,Hecm for Refinance,Adjustable,1.64,570728.25,822375,2021,11
CA,PLACER,ROCKLIN,95677,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,1.87,314465,545000,2021,11
CA,PLACER,ROCKLIN,95765,GUILD MORTGAGE COMPANY,Not Available,FINANCE OF AMERICA REVERSE LLC,21249,GUILD MORTGAGE COMPANY,1142500001,2124900009,Hecm Traditional,Fixed,2.99,276595,535000,2021,11
CA,PLACER,ROCKLIN,95765,"ENNKAR, INC.",Not Available,LONGBRIDGE FINANCIAL LLC,31169,"ENNKAR, INC.",1142500001,3116900000,Hecm for Refinance,Adjustable,2.07,429510,695000,2021,11
CA,PLACER,ROCKLIN,95765,"MUTUAL OF OMAHA MORTGAGE, INC.",31215,Not Available,Not Available,Not Available,1142500001,0,Hecm Traditional,Adjustable,2.735,367640,520000,2021,11
CA,PLACER,ROCKLIN,95765,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,Not Available,Not Available,1142500001,3118000238,Hecm for Refinance,Adjustable,1.82,294680,530000,2021,11
CA,PLACER,ROCKLIN,95765,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,Not Available,Not Available,1142500001,3118000238,Hecm for Refinance,Adjustable,1.84,308700,525000,2021,11
